Rank,Release Group,Worldwide,Domestic,Foreign,filename,year,Domestic %,Foreign %
275,Neighbors,270665134,150157400,120507734,2014.csv,2014,0.5547718606416444,0.44522813935835565
276,We're the Millers,269994119,150394119,119600000,2012.csv,2012,0.5570273884373015,0.4429726115626985
277,Epic,268426634,107518682,160907952,2013.csv,2013,0.4005514668861064,0.5994485331138936
278,Exodus: Gods and Kings,268175631,65014513,203161118,2014.csv,2014,0.24243259075243864,0.7575674092475614
279,Terminator: Dark Fate,261119292,62253077,198866215,2019.csv,2019,0.23840856998034446,0.7615914300196556
280,The Lone Ranger,260502115,89302115,171200000,2013.csv,2013,0.34280763900899613,0.6571923609910039
281,Mojin: The Lost Legend,259368448,1243810,258124638,2015.csv,2015,0.004795533186827721,0.9952044668131723
282,Blade Runner 2049,259239658,92054159,167185499,2017.csv,2017,0.35509288860425825,0.6449071113957418
283,Parasite,258632621,53369749,205262872,2019.csv,2019,0.2063535094438068,0.7936464905561932
284,Kung Fu Yoga,257743016,362657,257380359,2017.csv,2017,0.0014070487946800467,0.99859295120532
285,Annabelle,257047661,84273813,172773848,2014.csv,2014,0.3278528684997449,0.6721471315002551
286,Lost in Hong Kong,256283912,1302281,254981631,2015.csv,2015,0.005081399725161055,0.9949186002748389
287,Pegasus,255863112,0,255863112,2019.csv,2019,0.0,1.0
288,Halloween,255485178,159342015,96143163,2018.csv,2018,0.6236839892136522,0.37631601078634785
289,Get Out,255407969,176040665,79367304,2017.csv,2017,0.6892528282858708,0.31074717171412924
290,Us,255184580,175084580,80100000,2019.csv,2019,0.6861095603817441,0.3138904396182559
291,Baahubali 2: The Conclusion,254158390,20186659,233971731,2017.csv,2017,0.07942550706274147,0.9205744929372586
292,Men in Black: International,253890701,80001807,173888894,2019.csv,2019,0.31510333653377876,0.6848966634662212
293,X-Men: Dark Phoenix,252442974,65845974,186597000,2019.csv,2019,0.26083504308580996,0.73916495691419
294,Encanto,251689846,95959860,155729986,2021.csv,2021,0.38126234142953863,0.6187376585704614
295,American Hustle,251171807,150117807,101054000,2013.csv,2013,0.5976698133162692,0.4023301866837308
296,Journey to the West: The Demons Strike Back,247585244,880346,246704898,2017.csv,2017,0.0035557288704976295,0.9964442711295024
297,Glass,246999039,111048468,135950571,2019.csv,2019,0.44959068848846817,0.5504093115115318
298,Grown Ups 2,246984278,133668525,113315753,2013.csv,2013,0.5412025659382255,0.4587974340617746
299,The Peanuts Movie,246233113,130178411,116054702,2015.csv,2015,0.5286795484732388,0.47132045152676116
300,Teenage Mutant Ninja Turtles: Out of the Shadows,245623848,82051601,163572247,2016.csv,2016,0.3340538863311025,0.6659461136688974
301,Dark Shadows,245527149,79727149,165800000,2012.csv,2012,0.3247182616045446,0.6752817383954554
302,Dolittle,245438444,77047065,168391379,2020.csv,2020,0.3139160424273224,0.6860839575726776
303,The Bravest,245179562,290217,244889345,2019.csv,2019,0.0011836916488169597,0.9988163083511831
304,Pixels,244874809,78747585,166127224,2015.csv,2015,0.3215830379677805,0.6784169620322195
305,Hercules,244819862,72688614,172131248,2014.csv,2014,0.29690652304999665,0.7030934769500033
306,After Earth,243611982,60522097,183089885,2013.csv,2013,0.24843645416422908,0.7515635458357709
307,Daddy's Home,242786137,150357137,92429000,2015.csv,2015,0.6192986916711806,0.38070130832881943
308,RoboCop,242688965,58607007,184081958,2014.csv,2014,0.24149020125410317,0.7585097987458969
309,Alien: Covenant,240891763,74262031,166629732,2017.csv,2017,0.3082796608533269,0.6917203391466731
310,Sully,240797623,125070033,115727590,2016.csv,2016,0.5193989518742052,0.48060104812579485
311,Assassin's Creed,240697856,54647948,186049908,2016.csv,2016,0.2270396126835463,0.7729603873164537
312,Legend of Deification,240663149,214670,240448479,2020.csv,2020,0.0008919936471038197,0.9991080063528962
313,Resident Evil: Retribution,240159255,42345531,197813724,2012.csv,2012,0.17632271136084263,0.8236772886391573
314,Planes,239258712,90288712,148970000,2013.csv,2013,0.37736854489127236,0.6226314551087276
315,Crazy Rich Asians,238532921,174532921,64000000,2018.csv,2018,0.7316932198218459,0.2683067801781541
316,Silver Linings Playbook,236412453,132092958,104319495,2012.csv,2012,0.5587394247797937,0.44126057522020634
317,Hidden Figures,235956898,169607287,66349611,2016.csv,2016,0.7188062245164792,0.2811937754835207
318,Spy,235666219,110825712,124840507,2015.csv,2015,0.47026558354551445,0.5297344164544856
319,American Reunion,234989584,57011521,177978063,2012.csv,2012,0.24261297045404362,0.7573870295459564
320,Alvin and the Chipmunks: The Road Chip,234798636,85886987,148911649,2015.csv,2015,0.3657899741802589,0.6342100258197412
321,The Imitation Game,233555708,91125683,142430025,2014.csv,2014,0.39016679909188945,0.6098332009081106
322,Cruella,233503234,86103234,147400000,2021.csv,2021,0.3687453596467105,0.6312546403532895
323,Argo,232325503,136025503,96300000,2012.csv,2012,0.5854953556261105,0.4145046443738895
324,Annabelle Comes Home,231252591,74152591,157100000,2019.csv,2019,0.32065626023623667,0.6793437397637634
325,Ghostbusters,229147509,128350574,100796935,2016.csv,2016,0.5601220565744837,0.43987794342551634
326,Goodbye Mr. Loser,228122928,1293626,226829302,2015.csv,2015,0.005670740820931423,0.9943292591790686
327,Paddington 2,227978523,40891591,187086932,2017.csv,2017,0.17936597913655225,0.8206340208634477
328,Youth,227091290,1891956,225199334,2017.csv,2017,0.00833125744276674,0.9916687425572333
329,Baby Driver,226945087,107825862,119119225,2017.csv,2017,0.47511873213628986,0.5248812678637101
330,Hansel & Gretel: Witch Hunters,226349749,55703475,170646274,2013.csv,2013,0.2460947062945495,0.7539052937054505
331,Better Days,225918798,1921657,223997141,2019.csv,2019,0.008505963279779843,0.9914940367202202
332,Valerian and the City of a Thousand Planets,225874228,41189488,184684740,2017.csv,2017,0.18235585513545174,0.8176441448645483
333,Ford v Ferrari,225508210,117624357,107883853,2019.csv,2019,0.521596783549477,0.47840321645052303
334,Non-Stop,222809600,92168600,130641000,2014.csv,2014,0.4136652998793589,0.5863347001206412
335,"My Country, My Parents",221701823,166807,221535016,2021.csv,2021,0.000752393452353344,0.9992476065476467
336,Geostorm,221600160,33700160,187900000,2017.csv,2017,0.15207642449355632,0.8479235755064437
337,Jungle Cruise,220889446,116987516,103901930,2021.csv,2021,0.5296202155353317,0.4703797844646684
338,Inferno,220021259,34343574,185677685,2016.csv,2016,0.15609207108482184,0.8439079289151782
339,Captain Phillips,218791811,107100855,111690956,2013.csv,2013,0.4895103455220269,0.5104896544779731
340,Jack Reacher,218340595,80070736,138269859,2012.csv,2012,0.3667239983476275,0.6332760016523725
341,The Emoji Movie,217776646,86089513,131687133,2017.csv,2017,0.39531104267259215,0.6046889573274078
342,Too Cool to Kill,217255728,185882,217069846,2022.csv,2022,0.0008555907902230316,0.999144409209777
343,Dracula Untold,217124280,56280355,160843925,2014.csv,2014,0.2592080213230874,0.7407919786769126
344,Central Intelligence,216972543,127440871,89531672,2016.csv,2016,0.5873594383783389,0.412640561621661
345,Little Women,216601214,108101214,108500000,2019.csv,2019,0.4990794465260938,0.5009205534739062
346,A Little Red Flower,216000000,0,216000000,2020.csv,2020,0.0,1.0
347,The Croods 2: A New Age,215905815,58568815,157337000,2020.csv,2020,0.271270206409216,0.728729793590784
348,Ted 2,215863606,81476385,134387221,2015.csv,2015,0.37744382441197616,0.6225561755880239
349,The Expendables 3,214657577,39322544,175335033,2014.csv,2014,0.18318730952599918,0.8168126904740008
350,Creed II,214215889,115715889,98500000,2018.csv,2018,0.5401835015142131,0.45981649848578693
351,Smallfoot,214040103,83240103,130800000,2018.csv,2018,0.3888995652370808,0.6111004347629192
352,Into the Woods,212902372,128002372,84900000,2014.csv,2014,0.6012256735213829,0.39877432647861716
353,Bridget Jones's Baby,211952420,24252420,187700000,2016.csv,2016,0.11442388815376583,0.8855761118462342
354,Fury,211817906,85817906,126000000,2014.csv,2014,0.4051494400100433,0.5948505599899566
355,Nice View,211000000,0,211000000,2022.csv,2022,0.0,1.0
356,Us and Them,209221380,0,209221380,2018.csv,2018,0.0,1.0
357,Tomorrowland,209035668,93436322,115599346,2015.csv,2015,0.44698745861878464,0.5530125413812154
358,Me Before You,208314186,56245075,152069111,2016.csv,2016,0.2700011750519957,0.7299988249480043
359,Safe House,208076205,126373434,81702771,2012.csv,2012,0.6073420745058283,0.3926579254941717
360,Raging Fire,205846481,385305,205461176,2021.csv,2021,0.0018718075632296089,0.9981281924367704
361,London Has Fallen,205754447,62524260,143230187,2016.csv,2016,0.30387804935268303,0.696121950647317
362,Journey to the West,205637183,18058,205619125,2013.csv,2013,8.781485788005567e-05,0.99991218514212
363,White House Down,205366737,73103784,132262953,2013.csv,2013,0.35596701329485503,0.644032986705145
364,A Dog's Purpose,205035819,64508620,140527199,2017.csv,2017,0.3146212223533489,0.6853787776466511
365,Everest,203427584,43482270,159945314,2015.csv,2015,0.2137481512831613,0.7862518487168387
366,Arrival,203388186,100546139,102842047,2016.csv,2016,0.49435584719753584,0.5056441528024641
367,Need for Speed,203277636,43577636,159700000,2014.csv,2014,0.2143749644943726,0.7856250355056273
368,The Addams Family,203044905,100044905,103000000,2019.csv,2019,0.49272305059809307,0.5072769494019069
369,The Conjuring: The Devil Made Me Do It,202031050,65631050,136400000,2021.csv,2021,0.324856253531326,0.675143746468674
370,Birds of Prey,201858461,84158461,117700000,2020.csv,2020,0.41691817416561006,0.5830818258343899
371,Straight Outta Compton,201634991,161197785,40437206,2015.csv,2015,0.7994534291917617,0.20054657080823834
372,21 Jump Street,201585328,138447667,63137661,2012.csv,2012,0.6867943633278708,0.31320563667212925
373,Percy Jackson: Sea of Monsters,199850315,68559554,131290761,2013.csv,2013,0.34305452057956476,0.6569454794204352
374,Shock Wave 2,198921659,0,198921659,2020.csv,2020,0.0,1.0
375,Total Recall,198467168,58877969,139589199,2012.csv,2012,0.296663521696445,0.703336478303555
376,The Island,198326350,670883,197655467,2018.csv,2018,0.0033827224672868736,0.9966172775327131
377,The Impossible,198087212,19019882,179067330,2012.csv,2012,0.09601771769093302,0.903982282309067
378,Lost in Thailand,197757387,57387,197700000,2012.csv,2012,0.00029018890707733716,0.9997098110929227
379,Christopher Robin,197744377,99215042,98529335,2018.csv,2018,0.5017338217409844,0.4982661782590157
380,Jack the Giant Slayer,197687603,65187603,132500000,2013.csv,2013,0.3297505863329225,0.6702494136670776
381,Ghostbusters: Afterlife,197360575,129360575,68000000,2021.csv,2021,0.655452969773725,0.3445470302262749
382,Smurfs: The Lost Village,197183546,45020282,152163264,2017.csv,2017,0.22831662637814618,0.7716833736218538
383,Chinese Doctors,197143218,0,197143218,2021.csv,2021,0.0,1.0
384,The Other Woman,196710396,83911193,112799203,2014.csv,2014,0.4265722336301941,0.5734277663698059
385,The Vow,196114570,125014030,71100540,2012.csv,2012,0.6374540657535032,0.36254593424649684
386,The Shape of Water,195333312,63859435,131473877,2017.csv,2017,0.3269254708587545,0.6730745291412455
387,Rocketman,195320400,96368160,98952240,2019.csv,2019,0.4933850227625993,0.5066149772374007
388,The BFG,195243411,55483770,139759641,2016.csv,2016,0.28417742609506036,0.7158225739049396
389,The Intern,194564672,75764672,118800000,2015.csv,2015,0.38940610965591943,0.6105938903440805
390,Weathering with You,193932489,8056636,185875853,2019.csv,2019,0.04154350847319863,0.9584564915268013
391,Downton Abbey,193795496,96854135,96941361,2019.csv,2019,0.49977495349014717,0.5002250465098529
392,The Monkey King 2,193678298,709982,192968316,2016.csv,2016,0.003665779838689,0.996334220161311
393,The Equalizer,192330738,101530738,90800000,2014.csv,2014,0.527896575741315,0.47210342425868507
394,The Lego Movie 2: The Second Part,192306508,105806508,86500000,2019.csv,2019,0.5501972299346208,0.44980277006537916
395,Sheep Without a Shepherd,191602146,0,191602146,2019.csv,2019,0.0,1.0
396,The Equalizer 2,190400157,102084362,88315795,2018.csv,2018,0.5361569213411941,0.4638430786588059
397,The White Storm 2: Drug Lords,189396380,609461,188786919,2019.csv,2019,0.003217912612690908,0.9967820873873091
398,Breakup Buddies,189017596,777896,188239700,2014.csv,2014,0.004115468699538428,0.9958845313004616
399,The Secret Life of Walter Mitty,188133322,58236838,129896484,2013.csv,2013,0.30955089391341317,0.6904491060865868
400,Project Gutenberg,188116796,0,188116796,2018.csv,2018,0.0,1.0
401,12 Years a Slave,187733202,56671993,131061209,2013.csv,2013,0.30187517389704993,0.6981248261029501
402,Jian Bing Man,186683536,0,186683536,2015.csv,2015,0.0,1.0
403,Pitch Perfect 3,185400345,104897530,80502815,2017.csv,2017,0.5657892923554161,0.4342107076445839
404,Bad Moms,183936074,113257297,70678777,2016.csv,2016,0.615742711785835,0.3842572882141651
405,Jupiter Ascending,183887723,47387723,136500000,2015.csv,2015,0.25769922117095334,0.7423007788290467
406,Stand by Me Doraemon,183442714,0,183442714,2014.csv,2014,0.0,1.0
407,Storks,183388953,72679278,110709675,2016.csv,2016,0.3963121922616571,0.6036878077383429
408,Mirror Mirror,183018522,64935167,118083355,2012.csv,2012,0.3548010676209045,0.6451989323790955
409,From Vegas to Macau III,181732879,0,181732879,2016.csv,2016,0.0,1.0
410,Cliff Walkers,181325565,152972,181172593,2021.csv,2021,0.0008436317294806168,0.9991563682705193
411,Daddy's Home 2,180613180,104029443,76583737,2017.csv,2017,0.5759792447040687,0.42402075529593136
412,Hacksaw Ridge,180563636,67209615,113354021,2016.csv,2016,0.37222120959061766,0.6277787904093823
413,The Post,179769457,81903458,97865999,2017.csv,2017,0.4556027445752367,0.5443972554247632
414,The Dictator,179379533,59650222,119729311,2012.csv,2012,0.3325363880839181,0.6674636119160818
415,Allegiant,179246868,66184051,113062817,2016.csv,2016,0.36923407219589466,0.6307659278041053
416,Abominable,179053956,60716390,118337566,2019.csv,2019,0.33909549588505045,0.6609045041149496
417,Baywatch,177856751,58060186,119796565,2017.csv,2017,0.32644353207599075,0.6735564679240093
418,Lee Daniels' The Butler,177313795,116632095,60681700,2013.csv,2013,0.6577722562421046,0.34222774375789544
419,The Hitman's Bodyguard,176586701,75468583,101118118,2017.csv,2017,0.4273741033306919,0.5726258966693081
420,Looper,176506819,66486205,110020614,2012.csv,2012,0.37667782682095696,0.623322173179043
421,Serial (Bad) Weddings,176404493,0,176404493,2014.csv,2014,0.0,1.0
422,Ip Man 4: The Finale,176345966,3956031,172389935,2019.csv,2019,0.02243335126815433,0.9775666487318456
423,The Monkey King Havoc in Heavens Palace,175835580,0,175835580,2014.csv,2014,0.0,1.0
424,The Mule,174804407,103804407,71000000,2018.csv,2018,0.5938317504775494,0.40616824952245056
425,Identity Thief,173965010,134506920,39458090,2013.csv,2013,0.7731837568945618,0.22681624310543827
426,The Nutcracker and the Four Realms,173961069,54858851,119102218,2018.csv,2018,0.3153513100106323,0.6846486899893677
427,Operation Mekong,173839072,800012,173039060,2016.csv,2016,0.004602026407504062,0.9953979735924959
428,Creed,173567581,109767581,63800000,2015.csv,2015,0.6324198353608442,0.3675801646391557
429,Gemini Man,173469516,48546770,124922746,2019.csv,2019,0.27985764369112553,0.7201423563088745
430,The Girl on the Train,173185859,75395035,97790824,2016.csv,2016,0.435341750390833,0.564658249609167
431,The Grand Budapest Hotel,172936941,59301324,113635617,2014.csv,2014,0.342907210322403,0.657092789677597
432,Spies in Disguise,171616764,66757013,104859751,2019.csv,2019,0.3889888810629246,0.6110111189370754
433,John Wick: Chapter 2,171539887,92029184,79510703,2017.csv,2017,0.5364885427492441,0.46351145725075593
434,Anchorman 2: The Legend Continues,171464676,125168368,46296308,2013.csv,2013,0.7299950690718361,0.2700049309281639
435,Chinese Zodiac,170525083,0,170525083,2012.csv,2012,0.0,1.0
436,Olympus Has Fallen,170270201,98925640,71344561,2013.csv,2013,0.5809920903305916,0.4190079096694083
437,Dumb and Dumber To,169837010,86208010,83629000,2014.csv,2014,0.5075926030492411,0.49240739695075886
