Rank,Release Group,Worldwide,Domestic,Foreign,filename,year,Domestic %,Foreign %
469,The Monuments Men,155641650,78031620,77610030,2014.csv,2014,0.5013543611237737,0.49864563887622626
470,The Accountant,155160045,86260045,68900000,2016.csv,2016,0.5559423819450426,0.44405761805495736
471,Lone Survivor,154802912,125095601,29707311,2013.csv,2013,0.8080959161801814,0.19190408381981858
472,Yesterday,154608507,73286650,81321857,2019.csv,2019,0.47401434385496005,0.5259856561450399
473,Ride Along,154468902,134938200,19530702,2014.csv,2014,0.8735622397315933,0.12643776026840664
474,House of Gucci,154075986,53809574,100266412,2021.csv,2021,0.3492404974776537,0.6507595025223464
475,Peter Rabbit 2: The Runaway,153901717,40501717,113400000,2021.csv,2021,0.2631661152942173,0.7368338847057827
476,Monkey King: Hero Is Back,153262397,0,153262397,2015.csv,2015,0.0,1.0
477,Duckweed,152894264,471575,152422689,2017.csv,2017,0.0030843210704098096,0.9969156789295902
478,Jackass Presents: Bad Grandpa,151826547,102003019,49823528,2013.csv,2013,0.6718391547164674,0.3281608452835327
479,47 Ronin,151783839,38362475,113421364,2013.csv,2013,0.25274413437388416,0.7472558656261158
480,Red Sparrow,151572634,46874505,104698129,2018.csv,2018,0.30925440670246584,0.6907455932975342
481,Darkest Hour,150847207,56468410,94378797,2017.csv,2017,0.37434176689794463,0.6256582331020554
482,Gods of Egypt,150680864,31153464,119527400,2015.csv,2015,0.20675129656808977,0.7932487034319102
483,A Writer's Odyssey,150123320,160013,149963307,2021.csv,2021,0.001065877040289277,0.9989341229597107
484,Lights Out,148868835,67268835,81600000,2016.csv,2016,0.4518664702387172,0.5481335297612828
485,King Arthur: Legend of the Sword,148675066,39175066,109500000,2017.csv,2017,0.2634945257061463,0.7365054742938537
486,RED 2,148075565,53262560,94813005,2013.csv,2013,0.35969850933879605,0.640301490661204
487,The Angry Birds Movie 2,147792047,41667116,106124931,2019.csv,2019,0.2819307049722371,0.7180692950277628
488,Planes: Fire & Rescue,146965787,59165787,87800000,2014.csv,2014,0.402582044486313,0.597417955513687
489,The Last Witch Hunter,146936910,27367660,119569250,2015.csv,2015,0.18625449521158435,0.8137455047884157
490,The Boss Baby 2: Family Business,146745280,57300280,89445000,2021.csv,2021,0.3904744329766518,0.6095255670233483
491,Angel Has Fallen,146661977,69030436,77631541,2019.csv,2019,0.470677113537069,0.529322886462931
492,Mama,146428180,71628180,74800000,2013.csv,2013,0.4891693661698179,0.5108306338301821
493,Time Raiders,145819137,0,145819137,2016.csv,2016,0.0,1.0
494,The Foreigner,145374099,34393507,110980592,2017.csv,2017,0.23658620921186244,0.7634137907881375
495,PAW Patrol: The Movie,144327371,40127371,104200000,2021.csv,2021,0.27803022200134164,0.7219697779986584
496,Pete's Dragon,143695338,76233151,67462187,2016.csv,2016,0.5305193060612725,0.4694806939387275
497,The Invisible Man,143151000,70410000,72741000,2020.csv,2020,0.49185824758471824,0.5081417524152818
498,More Than Blue,142958164,722669,142235495,2018.csv,2018,0.005055108290282743,0.9949448917097172
499,Paranormal Activity 4,142802657,53885000,88917657,2012.csv,2012,0.3773389174404507,0.6226610825595493
500,Power Rangers,142337240,85364450,56972790,2017.csv,2017,0.5997337731151735,0.4002662268848265
501,Onward,141940042,61555145,80384897,2020.csv,2020,0.43367004921697855,0.5663299507830215
502,The Taking of Tiger Mountain,141654055,228984,141425071,2014.csv,2014,0.0016165015537324364,0.9983834984462676
503,Jujutsu Kaisen 0: The Movie,141316689,24445224,116871465,2021.csv,2021,0.17298186203612512,0.8270181379638749
504,Trainwreck,140795793,110212700,30583093,2015.csv,2015,0.7827840424180856,0.2172159575819144
505,Sausage Party,140705322,97685686,43019636,2016.csv,2016,0.6942572221966131,0.3057427778033869
506,Girls Trip,140552359,115171585,25380774,2017.csv,2017,0.8194212165446473,0.18057878345535275
507,Step Up Revolution,140470746,35074677,105396069,2012.csv,2012,0.24969381881121355,0.7503061811887864
508,Lion,140312928,51738905,88574023,2016.csv,2016,0.3687394008341127,0.6312605991658873
509,Scream,139917102,81517102,58400000,2022.csv,2022,0.5826099943093447,0.4173900056906553
510,Mr. Six,139191345,1415450,137775895,2015.csv,2015,0.010169094924688026,0.989830905075312
511,The Admiral: Roaring Currents,138342258,2589811,135752447,2014.csv,2014,0.018720317547513212,0.9812796824524868
512,Let's Be Cops,138224951,82390774,55834177,2014.csv,2014,0.5960629640592168,0.40393703594078323
513,Escape Plan,137328301,25135965,112192336,2013.csv,2013,0.18303557836923942,0.8169644216307606
514,The First Purge,137056262,69488745,67567517,2018.csv,2018,0.5070089026650968,0.49299109733490326
515,Annie,136853506,85911262,50942244,2014.csv,2014,0.6277607677804031,0.3722392322195969
516,The Best Exotic Marigold Hotel,136836156,46412041,90424115,2012.csv,2012,0.3391796609662142,0.6608203390337858
517,How Long Will I Love U,136796719,746933,136049786,2018.csv,2018,0.005460167505918033,0.994539832494082
518,Skiptrace,136579287,0,136579287,2016.csv,2016,0.0,1.0
519,The Wind Rises,136454220,5209580,131244640,2012.csv,2012,0.03817822563494189,0.9618217743650581
520,Jack Ryan: Shadow Recruit,135503748,50577412,84926336,2014.csv,2014,0.3732547087922616,0.6267452912077384
521,American Made,134866593,51342000,83524593,2017.csv,2017,0.3806873063072039,0.6193126936927961
522,Last Vegas,134402450,63914167,70488283,2012.csv,2012,0.4755431690419334,0.5244568309580666
523,Point Break,133718711,28782481,104936230,2015.csv,2015,0.21524647362178057,0.7847535263782194
524,The Big Short,133440870,70259870,63181000,2015.csv,2015,0.5265243699325401,0.47347563006745985
525,Tom & Jerry: The Movie,133336687,46536687,86800000,2021.csv,2021,0.34901637386565637,0.6509836261343437
526,Zero Dark Thirty,132820716,95720716,37100000,2012.csv,2012,0.7206761029657452,0.2793238970342548
527,A Wrinkle in Time,132675864,100478608,32197256,2018.csv,2018,0.7573239394921144,0.2426760605078856
528,Ghost Rider: Spirit of Vengeance,132563930,51774002,80789928,2012.csv,2012,0.39055874399619867,0.6094412560038014
529,Be Somebody,132326332,0,132326332,2021.csv,2021,0.0,1.0
530,2 Guns,131940411,75612460,56327951,2013.csv,2013,0.5730803733815867,0.4269196266184134
531,Death on the Nile,131874141,44474644,87399497,2022.csv,2022,0.33725068207268927,0.6627493179273107
532,Halloween Kills,131647155,92002155,39645000,2021.csv,2021,0.6988541074055113,0.30114589259448865
533,The House with a Clock in Its Walls,131457147,68549695,62907452,2018.csv,2018,0.521460388912898,0.478539611087102
534,A Bad Moms Christmas,130560428,72110659,58449769,2017.csv,2017,0.5523163496369665,0.4476836503630334
535,Cloud Atlas,130482868,27108272,103374596,2012.csv,2012,0.2077534960375028,0.7922465039624972
536,Raya and the Last Dragon,130423032,54723032,75700000,2021.csv,2021,0.4195810445504748,0.5804189554495252
537,Warm Hug,129240236,0,129240236,2020.csv,2020,0.0,1.0
538,The Woman in Black,128955898,54333290,74622608,2012.csv,2012,0.4213323379749564,0.5786676620250436
539,Pan,128388320,35088320,93300000,2015.csv,2015,0.2732983810365304,0.7267016189634695
540,Sister,128317206,0,128317206,2021.csv,2021,0.0,1.0
541,Blended,127994610,46294610,81700000,2014.csv,2014,0.36169187124364066,0.6383081287563593
542,Ad Astra,127461872,50188370,77273502,2019.csv,2019,0.393752023350167,0.606247976649833
543,Midway,127420861,56846802,70574059,2019.csv,2019,0.4461341852022174,0.5538658147977826
544,Chronicle,126636097,64575175,62060922,2012.csv,2012,0.5099270786906833,0.49007292130931673
545,Walking with Dinosaurs 3D,126546518,36076121,90470397,2012.csv,2012,0.2850818937586256,0.7149181062413744
546,Sex Tape,126069509,38543473,87526036,2014.csv,2014,0.30573191968249835,0.6942680803175016
547,This Is the End,126041322,101470202,24571120,2013.csv,2013,0.8050550437736602,0.1949449562263398
548,The King's Man,125928656,37176373,88752283,2021.csv,2021,0.2952177382088474,0.7047822617911526
549,The Upside,125852517,108252517,17600000,2019.csv,2019,0.860153770305603,0.13984622969439697
550,Detective Chinatown,125842935,474252,125368683,2015.csv,2015,0.003768602504383738,0.9962313974956163
551,Wolf Totem,125837070,210591,125626479,2015.csv,2015,0.0016735211651065938,0.9983264788348934
552,Mechanic: Resurrection,125729635,21218403,104511232,2016.csv,2016,0.1687621458536804,0.8312378541463196
553,Ender's Game,125544024,61737191,63806833,2013.csv,2013,0.49175730578780874,0.5082426942121913
554,Happy Death Day,125479266,55683845,69795421,2017.csv,2017,0.44376929173302626,0.5562307082669737
555,Captain Underpants: The First Epic Movie,125427681,73921000,51506681,2017.csv,2017,0.5893515642691345,0.4106484357308655
556,Ride Along 2,124605297,91221830,33383467,2015.csv,2015,0.7320862932496361,0.2679137067503639
557,The Theory of Everything,123726688,35893537,87833151,2014.csv,2014,0.2901034334645731,0.7098965665354269
558,The Curse of La Llorona,123133739,54733739,68400000,2019.csv,2019,0.4445064321485438,0.5554935678514562
559,The Lego Ninjago Movie,123081555,59281555,63800000,2017.csv,2017,0.4816445079849698,0.5183554920150302
560,The Pirates! Band of Misfits,123054041,31051126,92002915,2012.csv,2012,0.25233731251458863,0.7476626874854114
561,Looking Up,122994583,84267,122910316,2019.csv,2019,0.0006851277344466463,0.9993148722655534
562,Zombieland: Double Tap,122810399,73123082,49687317,2019.csv,2019,0.5954144160056023,0.40458558399439776
563,Dragon Blade,122593849,74068,122519781,2015.csv,2015,0.0006041738684621934,0.9993958261315378
564,Prisoners,122126687,61002302,61124385,2013.csv,2013,0.4995001788593512,0.5004998211406488
565,Secret Superstar,122026260,0,122026260,2017.csv,2017,0.0,1.0
566,Deepwater Horizon,121790373,61433527,60356846,2016.csv,2016,0.5044202221139433,0.4955797778860567
567,Last Christmas,121550750,35150750,86400000,2019.csv,2019,0.2891857927655732,0.7108142072344268
568,Soul,120957731,0,120957731,2020.csv,2020,0.0,1.0
569,The Nut Job,120885527,64251541,56633986,2014.csv,2014,0.531507307735855,0.4684926922641451
570,Instant Family,120556201,67363237,53192964,2018.csv,2018,0.5587704028596588,0.4412295971403412
571,The Commuter,119942387,36343858,83598529,2017.csv,2017,0.3030109614210029,0.6969890385789971
572,Extreme Job,119932733,1565885,118366848,2019.csv,2019,0.013056360518358236,0.9869436394816418
573,The Addams Family 2,119815153,56489153,63326000,2021.csv,2021,0.4714691888763018,0.5285308111236982
574,Parental Guidance,119772232,77267296,42504936,2012.csv,2012,0.6451186114658028,0.35488138853419715
575,Dora and the Lost City of Gold,119682635,60477943,59204692,2019.csv,2019,0.505319280445321,0.4946807195546789
576,Wonder Park,119559110,45216793,74342317,2019.csv,2019,0.37819613244026323,0.6218038675597368
577,Allied,119520023,40098064,79421959,2016.csv,2016,0.33549243878575896,0.664507561214241
578,I Belonged to You,119107580,744541,118363039,2016.csv,2016,0.006250995948368693,0.9937490040516314
579,The Shallows,119100758,55124043,63976715,2016.csv,2016,0.46283536667331704,0.537164633326683
580,Forever Young,119055731,0,119055731,2017.csv,2017,0.0,1.0
581,The Purge: Election Year,118587880,79213375,39374505,2016.csv,2016,0.6679719293405025,0.3320280706594974
582,Jurassic Park 2013 Re-release,118192315,45385935,72806380,2013.csv,2013,0.38400072796611184,0.6159992720338882
583,A Cool Fish,118153135,551876,117601259,2018.csv,2018,0.004670853634141828,0.9953291463658581
584,Why Him?,118102725,60323786,57778939,2016.csv,2016,0.5107738707976467,0.4892261292023533
585,P Storm,117991727,326711,117665016,2019.csv,2019,0.0027689314183866466,0.9972310685816134
586,Saving Mr. Banks,117867984,83301580,34566404,2013.csv,2013,0.7067362753909493,0.29326372460905076
587,Pompeii,117831631,23219748,94611883,2014.csv,2014,0.19705869979852864,0.8029413002014714
588,Magic Mike XXL,117813057,66013057,51800000,2015.csv,2015,0.5603203811271954,0.43967961887280455
589,Game Night,117679066,69179066,48500000,2018.csv,2018,0.5878621266419637,0.41213787335803637
590,Warm Bodies,116980662,66380662,50600000,2013.csv,2013,0.5674498747493838,0.4325501252506162
591,Abraham Lincoln: Vampire Hunter,116471580,37519139,78952441,2012.csv,2012,0.32213127872052566,0.6778687212794744
592,Personal Tailor,116126458,375892,115750566,2013.csv,2013,0.0032369195312923434,0.9967630804687077
593,Dragon Ball Super: Broly,115757940,30712119,85045821,2018.csv,2018,0.26531328218176653,0.7346867178182335
594,Detective Conan: The Fist of Blue Sapphire,115570314,0,115570314,2019.csv,2019,0.0,1.0
595,Pitch Perfect,115350426,65001093,50349333,2012.csv,2012,0.5635097784554346,0.4364902215445654
596,The Gentlemen,115171795,36471795,78700000,2019.csv,2019,0.31667297535824634,0.6833270246417537
597,The Monkey King 3,115084576,187074,114897502,2018.csv,2018,0.0016255349457081026,0.998374465054292
598,So Young,114926694,11186,114915508,2013.csv,2013,9.733160861653256e-05,0.9999026683913834
599,Book of Love,114679097,0,114679097,2016.csv,2016,0.0,1.0
600,Office Christmas Party,114501299,54767494,59733805,2016.csv,2016,0.47831329843690246,0.5216867015630976
601,Hope Springs,114281051,63536011,50745040,2012.csv,2012,0.5559627816163504,0.4440372183836496
602,Seventh Son,114178613,17223265,96955348,2014.csv,2014,0.15084493100297164,0.8491550689970284
603,My Love,114016434,86252,113930182,2021.csv,2021,0.0007564874375916721,0.9992435125624083
604,The Dark Tower,113231078,50701325,62529753,2017.csv,2017,0.44776863291895885,0.5522313670810411
605,Pet Sematary,113118226,54724696,58393530,2019.csv,2019,0.4837831880425706,0.5162168119574294
606,Insidious: Chapter 3,112983889,52218558,60765331,2015.csv,2015,0.46217702773534375,0.5378229722646563
607,Boonie Bears: Blast Into the Past,112367881,0,112367881,2019.csv,2019,0.0,1.0
608,How to Be Single,112343513,46843513,65500000,2016.csv,2016,0.4169667811616324,0.5830332188383677
609,The Purge: Anarchy,111928365,71962800,39965565,2014.csv,2014,0.6429362208587609,0.35706377914123916
610,"Dad, Where Are We Going?",111870000,0,111870000,2014.csv,2014,0.0,1.0
611,Get Hard,111711453,90411453,21300000,2015.csv,2015,0.809330203591569,0.19066979640843093
612,The Call of the Wild,111105497,62342368,48763129,2020.csv,2020,0.5611096631879519,0.4388903368120481
613,Good Boys,111037232,83140306,27896926,2019.csv,2019,0.748760613917321,0.251239386082679
614,Free Birds,110387072,55750480,54636592,2013.csv,2013,0.5050453734292364,0.49495462657076367
615,10 Cloverfield Lane,110216998,72082998,38134000,2016.csv,2016,0.6540098107190326,0.34599018928096736
616,Buddies in India,110155128,293194,109861934,2017.csv,2017,0.002661646401064506,0.9973383535989355
617,The 5th Wave,109906372,34916787,74989585,2015.csv,2015,0.3176957474312772,0.6823042525687227
618,Along With the Gods: The Two Worlds,109383972,1908823,107475149,2017.csv,2017,0.017450664526974757,0.9825493354730253
619,The Boxtrolls,108255770,50837305,57418465,2014.csv,2014,0.4696036525351027,0.5303963474648973
620,Neighbors 2: Sorority Rising,108007109,55455765,52551344,2016.csv,2016,0.5134455084803723,0.48655449151962765
621,Horrible Bosses 2,107645357,54445357,53200000,2014.csv,2014,0.5057845365313806,0.49421546346861944
622,Paul Blart: Mall Cop 2,107588225,71038190,36550035,2015.csv,2015,0.6602784830774929,0.33972151692250707
623,Clifford the Big Red Dog,107347356,48947356,58400000,2021.csv,2021,0.4559716962195138,0.5440283037804862
624,Vacation,107228221,58884188,48344033,2015.csv,2015,0.5491482321617552,0.45085176783824477
625,ParaNorman,107139399,56003051,51136348,2012.csv,2012,0.5227120137196215,0.4772879862803785
626,The Man from U.N.C.L.E.,107045109,45445109,61600000,2015.csv,2015,0.42454166682197503,0.575458333178025
627,The Breakup Guru,106980263,208959,106771304,2014.csv,2014,0.00195324814260365,0.9980467518573963
628,Chronicles of the Ghostly Tribe,106380000,0,106380000,2015.csv,2015,0.0,1.0
629,Shaun the Sheep Movie,106209378,19375982,86833396,2015.csv,2015,0.18243193176406702,0.817568068235933
630,First Man,105697415,44936545,60760870,2018.csv,2018,0.4251432733714443,0.5748567266285557
631,Gangster Squad,105200903,46000903,59200000,2013.csv,2013,0.4372671877160598,0.5627328122839402
632,Sisters,105011053,87044645,17966408,2015.csv,2015,0.8289093625220576,0.17109063747794245
633,The Campaign,104907746,86907746,18000000,2012.csv,2012,0.8284206773444546,0.17157932265554537
634,Scary Stories to Tell in the Dark,104545505,68947075,35598430,2019.csv,2019,0.6594934425922951,0.3405065574077049
635,Book Club,104438188,68566296,35871892,2018.csv,2018,0.6565251400187065,0.34347485998129346
636,Wrath of Man,103966489,27466489,76500000,2021.csv,2021,0.26418598208120697,0.7358140179187931
637,Immortal Demon Slayer,103818506,0,103818506,2017.csv,2017,0.0,1.0
638,Ouija,103590271,50856010,52734261,2014.csv,2014,0.49093423068658637,0.5090657693134136
639,Birdman or (The Unexpected Virtue of Ignorance),103215094,42340598,60874496,2014.csv,2014,0.41021711417518064,0.5897828858248194
640,Cold War 2,103197501,560824,102636677,2016.csv,2016,0.00543447268165922,0.9945655273183408
641,Night School,103105878,77339130,25766748,2018.csv,2018,0.75009428657404,0.24990571342596005
642,Transcendence,103039258,23022309,80016949,2014.csv,2014,0.22343240282262125,0.7765675971773788
643,Jigsaw,102952888,38052832,64900056,2017.csv,2017,0.3696140316141496,0.6303859683858505
644,Chappie,102811889,31569268,71242621,2015.csv,2015,0.3070585348354022,0.6929414651645979
645,Star Wars: Episode I - The Phantom Menace 2012 3D Release,102739593,43456382,59283211,2012.csv,2012,0.4229759991359903,0.5770240008640096
646,Project X,102731865,54731865,48000000,2012.csv,2012,0.5327642499238187,0.46723575007618134
647,Railroad Tigers,102205175,218044,101987131,2016.csv,2016,0.002133394908819441,0.9978666050911805
648,Heaven Is for Real,101888019,91443253,10444766,2014.csv,2014,0.8974877900020806,0.10251220999791938
649,Detective Conan: Zero the Enforcer,101860359,0,101860359,2018.csv,2018,0.0,1.0
650,The Devil Inside,101758490,53261944,48496546,2012.csv,2012,0.5234152354265477,0.4765847645734523
651,Joy,101134059,56451232,44682827,2015.csv,2015,0.5581822044737669,0.4418177955262332
652,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",100654149,66954149,33700000,2014.csv,2014,0.665190155251325,0.334809844748675
653,Life,100541806,30234022,70307784,2017.csv,2017,0.30071095003008,0.69928904996992
654,Instructions Not Included,100486616,44467206,56019410,2013.csv,2013,0.44251869323572407,0.557481306764276
655,Tammy,100375432,84525432,15850000,2014.csv,2014,0.8420928340313395,0.15790716596866053
656,PK,100370104,10616104,89754000,2014.csv,2014,0.10576958254422054,0.8942304174557795
657,Philomena,100129872,37709979,62419893,2013.csv,2013,0.376610678180034,0.623389321819966
658,The Continent,100125957,0,100125957,2014.csv,2014,0.0,1.0
659,Atomic Blonde,100014025,51687870,48326155,2017.csv,2017,0.5168062179279356,0.48319378207206437
660,The Book of Life,99783556,50151543,49632013,2014.csv,2014,0.5026032846534353,0.4973967153465647
661,Black Mass,99775678,62575678,37200000,2015.csv,2015,0.6271636460340565,0.3728363539659435
662,Line Walker 2: Invisible Spy,99482027,296751,99185276,2019.csv,2019,0.002982960932229497,0.9970170390677705
663,The Lucky One,99357138,60457138,38900000,2012.csv,2012,0.6084830865397914,0.39151691346020856
664,Blue Jasmine,99104804,33405481,65699323,2013.csv,2013,0.3370722674553698,0.6629277325446302
665,Ode to My Father,99085291,2300121,96785170,2014.csv,2014,0.023213546398122804,0.9767864536018772
666,Young Detective Dee: Rise of the Sea Dragon,98774891,87783,98687108,2013.csv,2013,0.0008887177612780155,0.999111282238722
667,Spotlight,98690254,45055776,53634478,2015.csv,2015,0.45653723821604514,0.5434627617839549
668,Devil and Angel,98599942,131058,98468884,2015.csv,2015,0.0013291894228497619,0.9986708105771502
669,The Visit,98450062,65206105,33243957,2015.csv,2015,0.6623267032579421,0.3376732967420579
670,Riddick,98337295,42025135,56312160,2013.csv,2013,0.4273570368190421,0.572642963180958
671,Alpha,98203196,35857181,62346015,2018.csv,2018,0.36513252582940375,0.6348674741705962
672,Along With the Gods: The Last 49 Days,97962238,1200246,96761992,2018.csv,2018,0.012252129233715547,0.9877478707662845
673,A Simple Favor,97644617,53548586,44096031,2018.csv,2018,0.5484028474401206,0.4515971525598795
674,Safe Haven,97594140,71349120,26245020,2013.csv,2013,0.7310799603336839,0.26892003966631606
675,The Little Prince,97571250,1339152,96232098,2015.csv,2015,0.013724862600407395,0.9862751373995926
676,Evil Dead,97542952,54239856,43303096,2013.csv,2013,0.5560612518677925,0.44393874813220746
677,42,97470701,95020213,2450488,2013.csv,2013,0.9748592348792074,0.025140765120792555
678,Legend of the Demon Cat,97051623,0,97051623,2017.csv,2017,0.0,1.0
679,The Shack,96942115,57386418,39555697,2017.csv,2017,0.5919658138261168,0.40803418617388326
680,Boonie Bears: The Big Shrink,96845907,0,96845907,2018.csv,2018,0.0,1.0
681,Contraband,96262212,66528000,29734212,2012.csv,2012,0.6911123131057907,0.3088876868942093
682,Assassination,96119773,1904682,94215091,2015.csv,2015,0.019815714712518098,0.9801842852874819
683,Think Like a Man,96070507,91547205,4523302,2012.csv,2012,0.9529168509540602,0.04708314904593977
684,The Favourite,95918706,34366783,61551923,2018.csv,2018,0.35829072798375744,0.6417092720162426
685,Qing sheng,95721752,100026,95621726,2016.csv,2016,0.0010449662475881135,0.9989550337524119
686,The New King of Comedy,95618308,0,95618308,2019.csv,2019,0.0,1.0
687,Detective Conan: The Scarlet Bullet,95580715,0,95580715,2021.csv,2021,0.0,1.0
688,Poltergeist,95437994,47425125,48012869,2015.csv,2015,0.49692080703205055,0.5030791929679495
689,The Mortal Instruments: City of Bones,95396573,31165421,64231152,2013.csv,2013,0.32669329746258285,0.6733067025374172
690,Truth or Dare,95330493,41411015,53919478,2018.csv,2018,0.43439421843753606,0.565605781562464
691,Rush,95224595,26947624,68276971,2013.csv,2013,0.28299016656358583,0.7170098334364142
692,The Hustle,95017038,35417038,59600000,2019.csv,2019,0.3727440756467277,0.6272559243532723
693,Adoring,94975692,0,94975692,2019.csv,2019,0.0,1.0
694,Kill Mobile,94870905,0,94870905,2018.csv,2018,0.0,1.0
695,I Feel Pretty,94539426,48795601,45743825,2018.csv,2018,0.5161402291568811,0.48385977084311893
696,Veteran,94393020,1200627,93192393,2015.csv,2015,0.01271944684045494,0.9872805531595451
697,Masquerade,94268432,922921,93345511,2012.csv,2012,0.009790350602203715,0.9902096493977963
698,Police Story: Lockdown,94249025,0,94249025,2013.csv,2013,0.0,1.0
699,Fleet of Time,94244191,569280,93674911,2014.csv,2014,0.006040478399353017,0.9939595216006469
700,Dirty Grandpa,94073028,35593113,58479915,2016.csv,2016,0.378356195784407,0.6216438042155931
701,Ben-Hur,94061311,26410477,67650834,2016.csv,2016,0.2807793844166174,0.7192206155833827
702,Blockers,94017294,60311495,33705799,2018.csv,2018,0.6414936277574634,0.35850637224253656
703,In the Heart of the Sea,93920758,25020758,68900000,2015.csv,2015,0.26640285420183685,0.7335971457981632
704,The Man from Macau,93864936,0,93864936,2014.csv,2014,0.0,1.0
705,Kill Zone 2,93638358,11998,93626360,2015.csv,2015,0.00012813125151126635,0.9998718687484888
706,The Internship,93492844,44672764,48820080,2013.csv,2013,0.4778201420421011,0.5221798579578989
707,BlacKkKlansman,93400823,49275340,44125483,2018.csv,2018,0.5275685847008008,0.47243141529919924
708,Goosebumps 2: Haunted Halloween,93320380,46700633,46619747,2018.csv,2018,0.5004333780038187,0.49956662199618135
709,Money Monster,93282604,41012075,52270529,2016.csv,2016,0.43965405382551287,0.5603459461744872
710,Train to Busan,92742323,2129768,90612555,2016.csv,2016,0.022964359001445327,0.9770356409985547
711,Evangelion: 3.0+1.01 Thrice Upon a Time,92246218,0,92246218,2021.csv,2021,0.0,1.0
712,Southpaw,91970827,52421953,39548874,2015.csv,2015,0.5699845778270538,0.4300154221729462
713,Brave Hearts: Umizaru,91884352,0,91884352,2012.csv,2012,0.0,1.0
714,End Game,91824961,23149,91801812,2021.csv,2021,0.00025209920862367697,0.9997479007913763
715,Shadow,91708374,521396,91186978,2018.csv,2018,0.005685369582498541,0.9943146304175015
716,Crawl,91542097,39014193,52527904,2019.csv,2019,0.4261885436161682,0.5738114563838318
717,Five Feet Apart,91522094,45729221,45792873,2019.csv,2019,0.49965225883052894,0.500347741169471
718,Rambo: Last Blood,91490353,44819352,46671001,2019.csv,2019,0.4898806325514997,0.5101193674485003
719,Overboard,91244913,50316123,40928790,2018.csv,2018,0.551440308787406,0.448559691212594
720,Paranormal Activity: The Marked Ones,90894962,32462372,58432590,2014.csv,2014,0.35714159823291414,0.6428584017670859
721,My Big Fat Greek Wedding 2,90632641,59689605,30943036,2016.csv,2016,0.6585883887020351,0.34141161129796493
722,Sherlock Gnomes,90497778,43242871,47254907,2018.csv,2018,0.4778335110062039,0.522166488993796
723,Jojo Rabbit,90335025,33370906,56964119,2019.csv,2019,0.369412705647671,0.630587294352329
724,Old,90146510,48276510,41870000,2021.csv,2021,0.5355338770186444,0.4644661229813556
725,Detective Dee: The Four Heavenly Kings,90040771,262963,89777808,2018.csv,2018,0.0029204880975530517,0.9970795119024469
726,The Hundred-Foot Journey,89514453,54240821,35273632,2014.csv,2014,0.6059448411085079,0.39405515889149206
727,The Purge,89328627,64473115,24855512,2013.csv,2013,0.7217519978226017,0.2782480021773983
728,Collateral Beauty,88528280,31016021,57512259,2016.csv,2016,0.350351559976089,0.649648440023911
729,Line Walker,88228755,0,88228755,2016.csv,2016,0.0,1.0
730,This Is 40,88215156,67544505,20670651,2012.csv,2012,0.7656791424820469,0.23432085751795304
731,Dhoom 3,88031955,8031955,80000000,2013.csv,2013,0.09123908471645324,0.9087609152835467
732,Chasing the Dragon,87965942,456854,87509088,2017.csv,2017,0.005193532742478902,0.9948064672575211
733,Deliver Us from Evil,87937815,30577122,57360693,2014.csv,2014,0.3477130060600209,0.652286993939979
734,Serial (Bad) Weddings 2,87761988,0,87761988,2019.csv,2019,0.0,1.0
735,Tiger Zinda Hai,87320000,5560921,81759079,2017.csv,2017,0.06368439074667888,0.9363156092533211
736,Pain & Gain,87305549,49875291,37430258,2013.csv,2013,0.5712728637672274,0.42872713623277253
737,Sultan,87280000,6200000,81080000,2016.csv,2016,0.07103574702108158,0.9289642529789184
738,A Million Ways to Die in the West,87189756,43139300,44050456,2014.csv,2014,0.49477486781818725,0.5052251321818128
739,The Thieves,87126367,685839,86440528,2012.csv,2012,0.007871773191231536,0.9921282268087684
740,About Time,87100449,15322921,71777528,2013.csv,2013,0.17592241114623874,0.8240775888537613
741,American Dreams in China,87097067,0,87097067,2013.csv,2013,0.0,1.0
742,"Hello, Mrs. Money",86874070,0,86874070,2018.csv,2018,0.0,1.0
743,Snowpiercer,86758912,4563650,82195262,2013.csv,2013,0.052601512568530136,0.9473984874314698
744,Robin Hood,86489031,30824628,55664403,2018.csv,2018,0.35639927564918605,0.643600724350814
745,A Taxi Driver,86252940,1527829,84725111,2017.csv,2017,0.01771335562590678,0.9822866443740932
746,War Dogs,86234523,43034523,43200000,2016.csv,2016,0.4990405408747956,0.5009594591252045
747,Step Up All In,86165646,14904384,71261262,2014.csv,2014,0.1729736233858213,0.8270263766141787
748,I Can Only Imagine,86086881,83482352,2604529,2018.csv,2018,0.9697453436604353,0.030254656339564676
749,John Wick,86013056,43037835,42975221,2014.csv,2014,0.5003639796265348,0.49963602037346516
750,The Second Best Exotic Marigold Hotel,85978266,33078266,52900000,2015.csv,2015,0.38472822887588826,0.6152717711241118
751,Paper Towns,85512300,32000304,53511996,2015.csv,2015,0.37421872642882953,0.6257812735711704
752,The Possession,85446075,49130154,36315921,2012.csv,2012,0.5749843278348362,0.42501567216516384
753,Big Fish & Begonia,85409373,0,85409373,2016.csv,2016,0.0,1.0
754,Nerve,85251425,38583626,46667799,2016.csv,2016,0.4525862881470896,0.5474137118529103
755,Hidden Man,85170581,0,85170581,2018.csv,2018,0.0,1.0
756,Going in Style,84918541,45018541,39900000,2017.csv,2017,0.5301379471416025,0.46986205285839755
